\Cardiovascular Health Study (CHS) Cohort\ADDITIONAL_BIOMARKERS\Laboratory Tests\,phv00098769,LPPLA2
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098968,BLOCK04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098930,BOWL04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098931,BOWLFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098933,BOWLMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098932,BOWLTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098978,CHN104
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098980,CHN204
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098982,CHN304
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098984,CHN404
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098890,CHOR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098891,CHORFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098893,CHORMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098892,CHORTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098976,CHRCHN04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098922,DANC04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098923,DANCFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098925,DANCMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098924,DANCTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098918,EXCY04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098919,EXCYFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098921,EXCYMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098920,EXCYTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098950,EXER04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00099152,EXER08
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098951,EXERFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098953,EXERMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098952,EXERTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00099482,EXINTEN
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098970,FLIGHT04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098975,GDNCHN04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098934,GOLF04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098935,GOLFFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098937,GOLFMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098936,GOLFTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098902,GRDN04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098903,GRDNFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098905,GRDNMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098904,GRDNTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098906,HIKE04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098907,HIKEFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098909,HIKEMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098908,HIKETM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00099437,IADL
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098910,JOG04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098911,JOGFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098913,JOGMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098912,JOGTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00099480,KCAL
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00099481,KCAL2
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098894,MOW04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098895,MOWFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098897,MOWMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098896,MOWTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098959,NAME104
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098964,NAME204
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098958,OTH104
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098960,OTH1FR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098962,OTH1MO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098961,OTH1TM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098963,OTH204
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098965,OTH2FR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098967,OTH2MO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098966,OTH2TM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098977,OTHER104
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098979,OTHER204
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098981,OTHER304
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098983,OTHER404
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098969,PACE04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098898,RAKE04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098899,RAKEFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098901,RAKEMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098900,RAKETM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098946,RBAL04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098947,RBALFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098949,RBALMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098948,RBALTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098971,SEAT04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098956,SWIMTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098957,SWIMMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098955,SWIMFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098954,SWIM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098938,TENN04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098939,TENNFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098941,TENNMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098940,TENNTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098942,TNNS04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098943,TNNSFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098945,TNNSMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098944,TNNSTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098886,WALK04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098974,WLKCHN04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098887,WALKFR04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098889,WALKMO04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Exercise\,phv00098888,WALKTM04
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099159,AMOUNT08
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099160,ANYONE08
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099446,PKYRS
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099445,SMOKE
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00098844,SMOKE101
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00098845,SMOKE201
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099157,SMKAGE08
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099156,SMK3008
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099477,SMKAMT
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099334,SMKHR11
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099155,SMOKE08
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099158,STOP08
\Cardiovascular Health Study (CHS) Cohort\BASE1\Lifestyle and Environment\Smoking\,phv00099467,YRSQUIT
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098772,FHHA
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098773,FHSTK
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099178,HAGE108
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099183,HAGE208
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099188,HAGE308
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099193,HAGE408
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099198,HAGE508
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099203,HAGE608
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099208,HAGE708
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099213,HAGE808
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099218,HAGE908
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099223,HAGE1008
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098777,HATT108
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098778,HATT208
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098779,HATT308
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098780,HATT408
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098781,HATT508
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098782,HATT608
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098783,HATT708
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098784,HATT808
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098785,HATT908
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098776,HATT1008
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098775,MIAGE
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099179,SAGE108
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099184,SAGE208
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099189,SAGE308
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099194,SAGE408
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099199,SAGE508
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099204,SAGE608
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099209,SAGE708
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099214,SAGE808
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099219,SAGE908
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00099224,SAGE1008
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098774,STKAGE
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098787,STRK108
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098788,STRK208
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098789,STRK308
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098790,STRK408
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098791,STRK508
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098792,STRK608
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098793,STRK708
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098794,STRK808
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098795,STRK908
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Family\Cardio-Cerebro-Vascular\,phv00098786,STRK1008
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099139,ABDOMP07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099140,ABDOMI07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099144,ACHESI07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099143,ACHESP07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00098810,BED01
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099342,BLEED12
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099343,CLOT12
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00098820,DIAB01
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099552,DIABADA
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099345,DIABET12
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099462,DIABWHO
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099146,DIARRI07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099145,DIARRP07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099150,DIET08
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099128,DIZZYI07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099127,DIZZYP07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099418,EDEMA17
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099344,FAINT12
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099347,FAST12
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099130,FATIGI07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099129,FATIGP07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099142,FEVERI07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099141,FEVERP07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099348,GLUC12
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099162,GROGGY08
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00098808,HEALT01
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00098815,HIBP01
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00098811,ILL01
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099092,ILL07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099151,ILL08
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00098812,ILLSPC01
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099093,ILLSPC07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099135,INDIGP07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099136,INDIGI07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099096,INJ07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099097,INJSPC07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099346,INSUL12
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00098818,KIDNEY01
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099134,NAUSEI07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00099133,NAUSEP07
\Cardiovascular Health Study (CHS) Cohort\BASE1\Medical History - Subject\Female\Auditory - Visual Functions\Cancer\Cardio-Cerebro-Vascular\Repiratory\,phv00098814,NERV01
